symbol,display,company,pages,ok,listing_status,currency,price,previous_close,ytd_return_pct,market_cap_currency,market_cap_local,market_cap_usd,market_time,as_of,quote_url,chart_url,error
000150.KS,000150.KS,Doosan,robotics,True,,KRW,1566000.0,781000.0,105.24,KRW,26527000000000.0,18568900000.0,2026-06-09T06:30:12+00:00,2026-06-09,https://finance.yahoo.com/quote/000150.KS/,https://query1.finance.yahoo.com/v8/finance/chart/000150.KS?range=ytd&interval=1d,
000660.KS,000660,SK hynix,beneficiaries;bottleneck-sectors;carbon-vs-silicon;companies;market-snapshot;semiconductor-ai-nodes;semiconductor-alpha-cpo;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,KRW,2215000.0,651000.0,227.18,KRW,1426099000000000.0,998269300000.0,2026-06-09T06:30:07+00:00,2026-06-09,https://finance.yahoo.com/quote/000660.KS/,https://query1.finance.yahoo.com/v8/finance/chart/000660.KS?range=ytd&interval=1d,
000990.KS,000990.KS,DB HiTek,semiconductor-ai-nodes,True,,KRW,170300.0,67600.0,131.07,KRW,6391318403600.0,4473922882.52,2026-06-09T06:30:09+00:00,2026-06-09,https://finance.yahoo.com/quote/000990.KS/,https://query1.finance.yahoo.com/v8/finance/chart/000990.KS?range=ytd&interval=1d,
001820.KS,001820,Samwha Capacitor,ai-passives,True,,KRW,118500.0,29250.0,293.03,KRW,1120501200000.0,784350840.0,2026-06-09T06:30:24+00:00,2026-06-09,https://finance.yahoo.com/quote/001820.KS/,https://query1.finance.yahoo.com/v8/finance/chart/001820.KS?range=ytd&interval=1d,
002050.SZ,002050.SZ,Zhejiang Sanhua Intelligent Controls,robotics,True,,CNY,47.49,55.31,-15.62,CNY,189928619822.0,28052457147.71,2026-06-09T07:04:30+00:00,2026-06-09,https://finance.yahoo.com/quote/002050.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/002050.SZ?range=ytd&interval=1d,
002156.SZ,002156.SZ,Tongfu Microelectronics,semiconductor-ai-nodes,True,,CNY,64.43,37.7,62.95,CNY,101436177598.0,14982123431.22,2026-06-09T07:04:54+00:00,2026-06-09,https://finance.yahoo.com/quote/002156.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/002156.SZ?range=ytd&interval=1d,
002281.SZ,002281,Accelink Technologies,companies,True,,CNY,210.22,69.95,196.8,CNY,166973813906.0,24662032313.92,2026-06-09T07:04:27+00:00,2026-06-09,https://finance.yahoo.com/quote/002281.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/002281.SZ?range=ytd&interval=1d,
002371.SZ,002371.SZ,002371.SZ,beneficiaries;market-snapshot;semiconductor-alpha-cpo,True,,CNY,617.1,459.08,30.05,CNY,424563456495.0,62708022524.31,2026-06-09T07:04:30+00:00,2026-06-09,https://finance.yahoo.com/quote/002371.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/002371.SZ?range=ytd&interval=1d,
002472.SZ,002472.SZ,Zhejiang Shuanghuan Driveline,robotics,True,,CNY,44.87,47.41,-4.53,CNY,38272550174.0,5652855660.7,2026-06-09T07:04:09+00:00,2026-06-09,https://finance.yahoo.com/quote/002472.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/002472.SZ?range=ytd&interval=1d,
002600.SZ,002600.SZ,Lingyi iTech Guangdong,robotics,True,,CNY,14.86,15.54,-6.72,CNY,104799569071.0,15478896351.79,2026-06-09T07:04:45+00:00,2026-06-09,https://finance.yahoo.com/quote/002600.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/002600.SZ?range=ytd&interval=1d,
002979.SZ,002979.SZ,China Leadshine Technology,robotics,True,,CNY,54.86,42.07,30.34,CNY,17228653710.0,2544672152.97,2026-06-09T07:04:36+00:00,2026-06-09,https://finance.yahoo.com/quote/002979.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/002979.SZ?range=ytd&interval=1d,
003021.SZ,003021.SZ,Shenzhen Zhaowei Machinery,robotics,True,,CNY,106.87,124.18,-12.52,CNY,27631066349.0,4081108499.75,2026-06-09T07:04:45+00:00,2026-06-09,https://finance.yahoo.com/quote/003021.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/003021.SZ?range=ytd&interval=1d,
005380.KS,005380.KS,Hyundai Motor,robotics,True,,KRW,639000.0,296500.0,114.07,KRW,143523871721500.0,100466710205.05,2026-06-09T06:30:29+00:00,2026-06-09,https://finance.yahoo.com/quote/005380.KS/,https://query1.finance.yahoo.com/v8/finance/chart/005380.KS?range=ytd&interval=1d,
005930.KS,005930,Samsung Electronics,beneficiaries;bottleneck-sectors;companies;market-snapshot;semiconductor-ai-nodes;semiconductor-alpha-cpo;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,KRW,322000.0,119900.0,150.58,KRW,2065719459920000.0,1446003621944.0,2026-06-09T06:30:03+00:00,2026-06-09,https://finance.yahoo.com/quote/005930.KS/,https://query1.finance.yahoo.com/v8/finance/chart/005930.KS?range=ytd&interval=1d,
009150.KS,009150.KS,009150.KS,ai-passives;bottleneck-sectors;market-snapshot,True,,KRW,1970000.0,255000.0,629.63,KRW,122506082858000.0,85754258000.6,2026-06-09T06:30:23+00:00,2026-06-09,https://finance.yahoo.com/quote/009150.KS/,https://query1.finance.yahoo.com/v8/finance/chart/009150.KS?range=ytd&interval=1d,
010120.KS,010120.KS,LS Electric,ai-passives;latent-ai-nodes,True,,KRW,219500.0,92000.0,122.84,KRW,33774274450000.0,23641992115.0,2026-06-09T06:30:04+00:00,2026-06-09,https://finance.yahoo.com/quote/010120.KS/,https://query1.finance.yahoo.com/v8/finance/chart/010120.KS?range=ytd&interval=1d,
034020.KS,034020.KS,034020.KS,bottleneck-sectors;market-snapshot,True,,KRW,92300.0,75300.0,22.74,KRW,61101097400800.0,42770768180.56,2026-06-09T06:30:25+00:00,2026-06-09,https://finance.yahoo.com/quote/034020.KS/,https://query1.finance.yahoo.com/v8/finance/chart/034020.KS?range=ytd&interval=1d,
042700.KQ,042700.KQ,Hanmi Semiconductor,semiconductor-ai-nodes,True,,KRW,151000.0,127400.0,4.5,KRW,26843399566000.0,18790379696.2,2024-07-19T20:00:00+00:00,2026-06-09,https://finance.yahoo.com/quote/042700.KQ/,https://query1.finance.yahoo.com/v8/finance/chart/042700.KQ?range=ytd&interval=1d,
042700.KS,042700.KS,042700.KS,bottleneck-sectors;market-snapshot;semiconductor-alpha-cpo,True,,KRW,276500.0,127400.0,91.35,KRW,26843399566000.0,18790379696.2,2026-06-09T06:30:28+00:00,2026-06-09,https://finance.yahoo.com/quote/042700.KS/,https://query1.finance.yahoo.com/v8/finance/chart/042700.KS?range=ytd&interval=1d,
0522.HK,0522.HK,0522.HK,bottleneck-sectors;market-snapshot;semiconductor-alpha-cpo,True,,HKD,185.3,77.7,128.2,HKD,73812469808.0,9418471147.5,2026-06-09T08:08:11+00:00,2026-06-09,https://finance.yahoo.com/quote/0522.HK/,https://query1.finance.yahoo.com/v8/finance/chart/0522.HK?range=ytd&interval=1d,
084370.KQ,084370.KQ,Eugene Technology,semiconductor-ai-nodes,True,,KRW,147400.0,75000.0,72.2,KRW,2929891786500.0,2050924250.55,2026-06-09T06:30:10+00:00,2026-06-09,https://finance.yahoo.com/quote/084370.KQ/,https://query1.finance.yahoo.com/v8/finance/chart/084370.KQ?range=ytd&interval=1d,
0981.HK,0981.HK,0981.HK,beneficiaries;market-snapshot;semiconductor-alpha-cpo,True,,HKD,75.0,71.35,-0.13,HKD,749818890404.0,95676890415.55,2026-06-09T08:08:11+00:00,2026-06-09,https://finance.yahoo.com/quote/0981.HK/,https://query1.finance.yahoo.com/v8/finance/chart/0981.HK?range=ytd&interval=1d,
108490.KQ,108490.KQ,ROBOTIS,robotics,True,,KRW,290000.0,261000.0,7.61,KRW,3782003103000.0,2647402172.1,2026-06-09T06:30:27+00:00,2026-06-09,https://finance.yahoo.com/quote/108490.KQ/,https://query1.finance.yahoo.com/v8/finance/chart/108490.KQ?range=ytd&interval=1d,
1347.HK,1347.HK,1347.HK,beneficiaries;market-snapshot;semiconductor-alpha-cpo,True,,HKD,140.1,74.1,72.32,HKD,300376200684.0,38328003207.28,2026-06-09T08:08:11+00:00,2026-06-09,https://finance.yahoo.com/quote/1347.HK/,https://query1.finance.yahoo.com/v8/finance/chart/1347.HK?range=ytd&interval=1d,
2049.TW,2049.TW,HIWIN Technologies,robotics,True,,TWD,345.0,194.0,76.02,TWD,122058322800.0,3869248832.76,2026-06-09T05:30:22+00:00,2026-06-09,https://finance.yahoo.com/quote/2049.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2049.TW?range=ytd&interval=1d,
2301.TW,2301,LITEON Technology,ai-passives;semiconductor-alpha-cpo,True,,TWD,224.0,163.5,34.13,TWD,495799123927.0,15716832228.49,2026-06-09T05:30:11+00:00,2026-06-09,https://finance.yahoo.com/quote/2301.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2301.TW?range=ytd&interval=1d,
2303.TW,2303.TW,UMC,signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,127.5,49.25,161.81,TWD,1649856053905.0,52300436908.79,2026-06-09T05:30:02+00:00,2026-06-09,https://finance.yahoo.com/quote/2303.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2303.TW?range=ytd&interval=1d,
2308.TW,2308,Delta Electronics,ai-passives;bottleneck-sectors;companies;latent-ai-nodes;market-snapshot,True,,TWD,2415.0,963.0,142.71,TWD,6273000000000.0,198854100000.0,2026-06-09T05:30:08+00:00,2026-06-09,https://finance.yahoo.com/quote/2308.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2308.TW?range=ytd&interval=1d,
2313.TW,2313.TW,2313.TW,ai-passives;bottleneck-sectors;market-snapshot,True,,TWD,276.0,93.1,191.75,TWD,300338791200.0,9520739681.04,2026-06-09T05:30:04+00:00,2026-06-09,https://finance.yahoo.com/quote/2313.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2313.TW?range=ytd&interval=1d,
2317.TW,2317,Hon Hai Precision (Foxconn),ai-passives;companies;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,277.5,230.5,19.61,TWD,3984000000000.0,126292800000.0,2026-06-09T05:30:02+00:00,2026-06-09,https://finance.yahoo.com/quote/2317.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2317.TW?range=ytd&interval=1d,
