symbol,display,company,pages,ok,listing_status,currency,price,previous_close,ytd_return_pct,market_cap_currency,market_cap_local,market_cap_usd,market_time,as_of,quote_url,chart_url,error
003021.SZ,003021.SZ,Shenzhen Zhaowei Machinery,robotics,True,,CNY,92.96,124.18,-23.9,CNY,24068181448.0,3550056763.58,2026-06-23T07:04:36+00:00,2026-06-23,https://finance.yahoo.com/quote/003021.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/003021.SZ?range=ytd&interval=1d,
005380.KS,005380.KS,Hyundai Motor,robotics,True,,KRW,511000.0,296500.0,71.19,KRW,131573456441000.0,92101419508.7,2026-06-23T06:30:22+00:00,2026-06-23,https://finance.yahoo.com/quote/005380.KS/,https://query1.finance.yahoo.com/v8/finance/chart/005380.KS?range=ytd&interval=1d,
005930.KS,005930,Samsung Electronics,beneficiaries;bottleneck-sectors;companies;market-snapshot;semiconductor-ai-nodes;semiconductor-alpha-cpo;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,KRW,310000.0,119900.0,141.25,KRW,2217372987182500.0,1552161091027.75,2026-06-23T06:30:18+00:00,2026-06-23,https://finance.yahoo.com/quote/005930.KS/,https://query1.finance.yahoo.com/v8/finance/chart/005930.KS?range=ytd&interval=1d,
009150.KS,009150.KS,009150.KS,ai-passives;bottleneck-sectors;market-snapshot,True,,KRW,1990000.0,255000.0,637.04,KRW,164683845204000.0,115278691642.8,2026-06-23T06:30:28+00:00,2026-06-23,https://finance.yahoo.com/quote/009150.KS/,https://query1.finance.yahoo.com/v8/finance/chart/009150.KS?range=ytd&interval=1d,
010120.KS,010120.KS,LS Electric,ai-passives;latent-ai-nodes,True,,KRW,232500.0,92000.0,136.04,KRW,36452410750000.0,25516687525.0,2026-06-23T06:30:25+00:00,2026-06-23,https://finance.yahoo.com/quote/010120.KS/,https://query1.finance.yahoo.com/v8/finance/chart/010120.KS?range=ytd&interval=1d,
034020.KS,034020.KS,034020.KS,bottleneck-sectors;market-snapshot,True,,KRW,89200.0,75300.0,18.62,KRW,60206311455600.0,42144418018.92,2026-06-23T06:30:19+00:00,2026-06-23,https://finance.yahoo.com/quote/034020.KS/,https://query1.finance.yahoo.com/v8/finance/chart/034020.KS?range=ytd&interval=1d,
042700.KQ,042700.KQ,Hanmi Semiconductor,semiconductor-ai-nodes,True,,KRW,151000.0,127400.0,4.5,KRW,28598180103000.0,20018726072.1,2024-07-19T20:00:00+00:00,2026-06-23,https://finance.yahoo.com/quote/042700.KQ/,https://query1.finance.yahoo.com/v8/finance/chart/042700.KQ?range=ytd&interval=1d,
042700.KS,042700.KS,042700.KS,bottleneck-sectors;market-snapshot;semiconductor-alpha-cpo,True,,KRW,258000.0,127400.0,78.55,KRW,28598180103000.0,20018726072.1,2026-06-23T06:30:20+00:00,2026-06-23,https://finance.yahoo.com/quote/042700.KS/,https://query1.finance.yahoo.com/v8/finance/chart/042700.KS?range=ytd&interval=1d,
0522.HK,0522.HK,0522.HK,bottleneck-sectors;market-snapshot;semiconductor-alpha-cpo,True,,HKD,194.7,77.7,139.78,HKD,73812000000.0,9411030000.0,2026-06-23T08:08:16+00:00,2026-06-23,https://finance.yahoo.com/quote/0522.HK/,https://query1.finance.yahoo.com/v8/finance/chart/0522.HK?range=ytd&interval=1d,
084370.KQ,084370.KQ,Eugene Technology,semiconductor-ai-nodes,True,,KRW,162000.0,75000.0,89.25,KRW,4237596383100.0,2966317468.17,2026-06-23T06:30:07+00:00,2026-06-23,https://finance.yahoo.com/quote/084370.KQ/,https://query1.finance.yahoo.com/v8/finance/chart/084370.KQ?range=ytd&interval=1d,
0981.HK,0981.HK,0981.HK,beneficiaries;market-snapshot;semiconductor-alpha-cpo,True,,HKD,77.85,71.35,3.66,HKD,811447091886.0,103459504215.46,2026-06-23T08:08:16+00:00,2026-06-23,https://finance.yahoo.com/quote/0981.HK/,https://query1.finance.yahoo.com/v8/finance/chart/0981.HK?range=ytd&interval=1d,
108490.KQ,108490.KQ,ROBOTIS,robotics,True,,KRW,254500.0,261000.0,-5.57,KRW,4229725392000.0,2960807774.4,2026-06-23T06:30:10+00:00,2026-06-23,https://finance.yahoo.com/quote/108490.KQ/,https://query1.finance.yahoo.com/v8/finance/chart/108490.KQ?range=ytd&interval=1d,
1347.HK,1347.HK,1347.HK,beneficiaries;market-snapshot;semiconductor-alpha-cpo,True,,HKD,166.3,74.1,104.55,HKD,351051307999.0,44759041769.87,2026-06-23T08:08:17+00:00,2026-06-23,https://finance.yahoo.com/quote/1347.HK/,https://query1.finance.yahoo.com/v8/finance/chart/1347.HK?range=ytd&interval=1d,
2049.TW,2049.TW,HIWIN Technologies,robotics,True,,TWD,339.0,194.0,72.96,TWD,121527634440.0,3840273248.3,2026-06-23T05:30:26+00:00,2026-06-23,https://finance.yahoo.com/quote/2049.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2049.TW?range=ytd&interval=1d,
2301.TW,2301,LITEON Technology,ai-passives;semiconductor-alpha-cpo,True,,TWD,223.5,163.5,33.83,TWD,525297469973.0,16599400051.15,2026-06-23T05:30:08+00:00,2026-06-23,https://finance.yahoo.com/quote/2301.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2301.TW?range=ytd&interval=1d,
2303.TW,2303.TW,UMC,signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,170.0,49.25,249.08,TWD,2007429419200.0,63434769646.72,2026-06-23T05:30:02+00:00,2026-06-23,https://finance.yahoo.com/quote/2303.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2303.TW?range=ytd&interval=1d,
2308.TW,2308,Delta Electronics,ai-passives;bottleneck-sectors;companies;latent-ai-nodes;market-snapshot,True,,TWD,2080.0,963.0,109.05,TWD,6273000000000.0,198226800000.0,2026-06-23T05:30:08+00:00,2026-06-23,https://finance.yahoo.com/quote/2308.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2308.TW?range=ytd&interval=1d,
2313.TW,2313.TW,2313.TW,ai-passives;bottleneck-sectors;market-snapshot,True,,TWD,243.0,93.1,156.87,TWD,311068747990.0,9829772436.48,2026-06-23T05:30:06+00:00,2026-06-23,https://finance.yahoo.com/quote/2313.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2313.TW?range=ytd&interval=1d,
2317.TW,2317,Hon Hai Precision (Foxconn),ai-passives;companies;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,259.5,230.5,11.85,TWD,3760000000000.0,118816000000.0,2026-06-23T05:30:04+00:00,2026-06-23,https://finance.yahoo.com/quote/2317.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2317.TW?range=ytd&interval=1d,
2327.TW,2327,Yageo,ai-passives;bottleneck-sectors;companies;market-snapshot,True,,TWD,1020.0,231.0,323.24,TWD,2192547965460.0,69284515708.54,2026-06-23T05:30:03+00:00,2026-06-23,https://finance.yahoo.com/quote/2327.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2327.TW?range=ytd&interval=1d,
2330.TW,2330.TW,TSMC,carbon-vs-silicon;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,2490.0,1550.0,57.1,TWD,65090248868170.0,2056851864234.17,2026-06-23T05:30:07+00:00,2026-06-23,https://finance.yahoo.com/quote/2330.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2330.TW?range=ytd&interval=1d,
2337.TW,2337.TW,Macronix International,semiconductor-ai-nodes,True,,TWD,172.0,39.45,296.77,TWD,276830000000.0,8747828000.0,2026-06-23T05:30:03+00:00,2026-06-23,https://finance.yahoo.com/quote/2337.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2337.TW?range=ytd&interval=1d,
2344.TW,2344.TW,Winbond Electronics,semiconductor-ai-nodes,True,,TWD,211.5,82.6,132.93,TWD,999000042846.0,31568401353.93,2026-06-23T05:30:01+00:00,2026-06-23,https://finance.yahoo.com/quote/2344.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2344.TW?range=ytd&interval=1d,
2356.TW,2356,Inventec,ai-passives,True,,TWD,66.1,42.9,48.37,TWD,243230809474.0,7686093579.38,2026-06-23T05:30:04+00:00,2026-06-23,https://finance.yahoo.com/quote/2356.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2356.TW?range=ytd&interval=1d,
2360.TW,2360,Chroma ATE,ai-passives,True,,TWD,2265.0,775.0,184.55,TWD,978495586530.0,30920460534.35,2026-06-23T05:30:31+00:00,2026-06-23,https://finance.yahoo.com/quote/2360.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2360.TW?range=ytd&interval=1d,
2379.TW,2379.TW,Realtek Semiconductor,semiconductor-ai-nodes;semiconductor-alpha-cpo,True,,TWD,863.0,489.0,77.03,TWD,461576700000.0,14585823720.0,2026-06-23T05:30:31+00:00,2026-06-23,https://finance.yahoo.com/quote/2379.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2379.TW?range=ytd&interval=1d,
2382.TW,2382,Quanta Computer,ai-passives;companies;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,372.5,272.0,34.48,TWD,1464716992000.0,46285056947.2,2026-06-23T05:30:17+00:00,2026-06-23,https://finance.yahoo.com/quote/2382.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2382.TW?range=ytd&interval=1d,
2395.TW,2395.TW,Advantech,latent-ai-nodes,True,,TWD,487.5,288.0,70.16,TWD,433692873000.0,13704694786.8,2026-06-23T05:30:02+00:00,2026-06-23,https://finance.yahoo.com/quote/2395.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2395.TW?range=ytd&interval=1d,
2408.TW,2408.TW,Nanya Technology,semiconductor-ai-nodes;semiconductor-alpha-cpo,True,,TWD,454.5,193.0,119.57,TWD,1564807089500.0,49447904028.2,2026-06-23T05:30:02+00:00,2026-06-23,https://finance.yahoo.com/quote/2408.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2408.TW?range=ytd&interval=1d,
2449.TW,2449.TW,King Yuan Electronics,semiconductor-ai-nodes,True,,TWD,329.5,247.5,23.18,TWD,414510555000.0,13098533538.0,2026-06-23T05:30:03+00:00,2026-06-23,https://finance.yahoo.com/quote/2449.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2449.TW?range=ytd&interval=1d,
2454.TW,2454.TW,MediaTek,semiconductor-ai-nodes;semiconductor-alpha-cpo;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,4535.0,1430.0,208.5,TWD,7127000000000.0,225213200000.0,2026-06-23T05:30:11+00:00,2026-06-23,https://finance.yahoo.com/quote/2454.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2454.TW?range=ytd&interval=1d,
2492.TW,2492,Walsin Technology,ai-passives,True,,TWD,577.0,117.0,363.45,TWD,299124545558.0,9452335639.63,2026-06-23T05:30:11+00:00,2026-06-23,https://finance.yahoo.com/quote/2492.TW/,https://query1.finance.yahoo.com/v8/finance/chart/2492.TW?range=ytd&interval=1d,
2498.HK,2498.HK,RoboSense,robotics,True,,HKD,22.2,36.6,-40.48,HKD,10764753407.0,1372506059.39,2026-06-23T08:08:17+00:00,2026-06-23,https://finance.yahoo.com/quote/2498.HK/,https://query1.finance.yahoo.com/v8/finance/chart/2498.HK?range=ytd&interval=1d,
267260.KS,267260,HD Hyundai Electric,ai-passives,True,,KRW,949000.0,774000.0,15.87,KRW,37180463232000.0,26026324262.4,2026-06-23T06:30:07+00:00,2026-06-23,https://finance.yahoo.com/quote/267260.KS/,https://query1.finance.yahoo.com/v8/finance/chart/267260.KS?range=ytd&interval=1d,
277810.KQ,277810.KQ,Rainbow Robotics,robotics,True,,KRW,503000.0,470500.0,1.93,KRW,11116118634000.0,7781283043.8,2026-06-23T06:30:21+00:00,2026-06-23,https://finance.yahoo.com/quote/277810.KQ/,https://query1.finance.yahoo.com/v8/finance/chart/277810.KQ?range=ytd&interval=1d,
2802.T,2802.T,2802.T,bottleneck-sectors;market-snapshot,True,,JPY,5652.0,3317.0,70.04,JPY,5532000000000.0,34298400000.0,2026-06-23T06:30:00+00:00,2026-06-23,https://finance.yahoo.com/quote/2802.T/,https://query1.finance.yahoo.com/v8/finance/chart/2802.T?range=ytd&interval=1d,
298040.KS,298040,Hyosung Heavy Industries,ai-passives,True,,KRW,3616000.0,1781000.0,95.99,KRW,35701214994000.0,24990850495.8,2026-06-23T06:30:27+00:00,2026-06-23,https://finance.yahoo.com/quote/298040.KS/,https://query1.finance.yahoo.com/v8/finance/chart/298040.KS?range=ytd&interval=1d,
300024.SZ,300024.SZ,Siasun Robot & Automation,robotics,True,,CNY,16.79,18.19,-9.78,CNY,26881694541.0,3965049944.8,2026-06-23T07:04:43+00:00,2026-06-23,https://finance.yahoo.com/quote/300024.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/300024.SZ?range=ytd&interval=1d,
300100.SZ,300100.SZ,Shuanglin Co.,robotics,True,,CNY,30.0,39.62,-23.7,CNY,17273884788.0,2547898006.23,2026-06-23T07:04:07+00:00,2026-06-23,https://finance.yahoo.com/quote/300100.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/300100.SZ?range=ytd&interval=1d,
300124.SZ,300124.SZ,Shenzhen Inovance Technology,robotics,True,,CNY,66.82,75.33,-14.72,CNY,186689291938.0,27536670560.85,2026-06-23T07:04:37+00:00,2026-06-23,https://finance.yahoo.com/quote/300124.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/300124.SZ?range=ytd&interval=1d,
300308.SZ,300308.SZ,Zhongji Innolight,semiconductor-alpha-cpo,True,,CNY,1310.01,610.0,110.1,CNY,1461000000000.0,215497500000.0,2026-06-23T07:04:10+00:00,2026-06-23,https://finance.yahoo.com/quote/300308.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/300308.SZ?range=ytd&interval=1d,
300750.SZ,300750.SZ,CATL,robotics,True,,CNY,392.51,367.26,3.98,CNY,1816000000000.0,267860000000.0,2026-06-23T07:04:52+00:00,2026-06-23,https://finance.yahoo.com/quote/300750.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/300750.SZ?range=ytd&interval=1d,
3034.TW,3034.TW,Novatek Microelectronics,semiconductor-ai-nodes;semiconductor-alpha-cpo,True,,TWD,544.0,374.0,48.23,TWD,345026002923.0,10902821692.37,2026-06-23T05:30:34+00:00,2026-06-23,https://finance.yahoo.com/quote/3034.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3034.TW?range=ytd&interval=1d,
3037.TW,3037,Unimicron,ai-passives;beneficiaries;bottleneck-sectors;companies;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,974.0,220.0,344.75,TWD,1420000000000.0,44872000000.0,2026-06-23T05:30:07+00:00,2026-06-23,https://finance.yahoo.com/quote/3037.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3037.TW?range=ytd&interval=1d,
3044.TW,3044,Tripod Technology,ai-passives;companies,True,,TWD,531.0,317.5,69.92,TWD,297492996000.0,9400778673.6,2026-06-23T05:30:31+00:00,2026-06-23,https://finance.yahoo.com/quote/3044.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3044.TW?range=ytd&interval=1d,
3105.TWO,3105.TWO,Win Semi,semiconductor-ai-nodes;semiconductor-alpha-cpo;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,522.0,183.0,191.62,TWD,229351747744.0,7247515228.71,2026-06-23T05:30:20+00:00,2026-06-23,https://finance.yahoo.com/quote/3105.TWO/,https://query1.finance.yahoo.com/v8/finance/chart/3105.TWO?range=ytd&interval=1d,
3189.TW,3189,Kinsus Interconnect,companies,True,,TWD,727.0,159.0,366.03,TWD,419424944960.0,13253828260.74,2026-06-23T05:30:08+00:00,2026-06-23,https://finance.yahoo.com/quote/3189.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3189.TW?range=ytd&interval=1d,
3231.TW,3231,Wistron,ai-passives;companies,True,,TWD,158.5,150.5,2.26,TWD,516816950000.0,16331415620.0,2026-06-23T05:30:07+00:00,2026-06-23,https://finance.yahoo.com/quote/3231.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3231.TW?range=ytd&interval=1d,
3436.T,3436.T,3436.T,beneficiaries;market-snapshot;semiconductor-ai-nodes;semiconductor-alpha-cpo,True,,JPY,3830.0,1435.0,164.32,JPY,1476139505841.0,9152064936.21,2026-06-23T06:30:00+00:00,2026-06-23,https://finance.yahoo.com/quote/3436.T/,https://query1.finance.yahoo.com/v8/finance/chart/3436.T?range=ytd&interval=1d,
3443.TW,3443.TW,Global Unichip,semiconductor-ai-nodes;semiconductor-alpha-cpo;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,4725.0,2125.0,116.25,TWD,637222305000.0,20136224838.0,2026-06-23T05:30:23+00:00,2026-06-23,https://finance.yahoo.com/quote/3443.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3443.TW?range=ytd&interval=1d,
3529.TWO,3529.TWO,eMemory Technology,semiconductor-alpha-cpo,True,,TWD,3185.0,1730.0,85.17,TWD,237504660000.0,7505147256.0,2026-06-23T05:30:31+00:00,2026-06-23,https://finance.yahoo.com/quote/3529.TWO/,https://query1.finance.yahoo.com/v8/finance/chart/3529.TWO?range=ytd&interval=1d,
3532.TW,3532.TW,Formosa Sumco Technology,scaling,True,,TWD,373.0,95.1,285.33,TWD,146800581550.0,4638898376.98,2026-06-23T05:30:22+00:00,2026-06-23,https://finance.yahoo.com/quote/3532.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3532.TW?range=ytd&interval=1d,
3661.TW,3661.TW,Alchip Technologies,semiconductor-ai-nodes;semiconductor-alpha-cpo,True,,TWD,4375.0,3510.0,20.36,TWD,375568000000.0,11867948800.0,2026-06-23T05:30:34+00:00,2026-06-23,https://finance.yahoo.com/quote/3661.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3661.TW?range=ytd&interval=1d,
3711.TW,3711.TW,3711.TW,ai-passives;beneficiaries;bottleneck-sectors;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,662.0,250.5,156.59,TWD,2957438922898.0,93455069963.58,2026-06-23T05:30:12+00:00,2026-06-23,https://finance.yahoo.com/quote/3711.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3711.TW?range=ytd&interval=1d,
4004.T,4004,Resonac Holdings,beneficiaries;companies;market-snapshot,True,,JPY,18350.0,6526.0,171.81,JPY,3497506581975.0,21684540808.24,2026-06-23T06:30:00+00:00,2026-06-23,https://finance.yahoo.com/quote/4004.T/,https://query1.finance.yahoo.com/v8/finance/chart/4004.T?range=ytd&interval=1d,
4062.T,4062,Ibiden,ai-passives;beneficiaries;bottleneck-sectors;companies;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,JPY,24385.0,6731.0,240.67,JPY,7379063288800.0,45750192390.56,2026-06-23T06:30:00+00:00,2026-06-23,https://finance.yahoo.com/quote/4062.T/,https://query1.finance.yahoo.com/v8/finance/chart/4062.T?range=ytd&interval=1d,
4063.T,4063.T,4063.T,beneficiaries;market-snapshot;semiconductor-ai-nodes,True,,JPY,7301.0,4873.0,47.67,JPY,13587722906232.0,84243882018.64,2026-06-23T06:30:00+00:00,2026-06-23,https://finance.yahoo.com/quote/4063.T/,https://query1.finance.yahoo.com/v8/finance/chart/4063.T?range=ytd&interval=1d,
4186.T,4186.T,Tokyo Ohka Kogyo,semiconductor-ai-nodes,True,,JPY,10905.0,5804.0,81.6,JPY,1368664390140.0,8485719218.87,2026-06-23T06:30:00+00:00,2026-06-23,https://finance.yahoo.com/quote/4186.T/,https://query1.finance.yahoo.com/v8/finance/chart/4186.T?range=ytd&interval=1d,
429A.T,429A.T,Tekscend Photomask,scaling,True,,JPY,4395.0,3030.0,42.69,JPY,450954545300.0,2795918180.86,2026-06-23T06:30:00+00:00,2026-06-23,https://finance.yahoo.com/quote/429A.T/,https://query1.finance.yahoo.com/v8/finance/chart/429A.T?range=ytd&interval=1d,
4958.TW,4958.TW,4958.TW,ai-passives;bottleneck-sectors;market-snapshot,True,,TWD,587.0,142.0,317.79,TWD,671399771810.0,21216232789.2,2026-06-23T05:30:05+00:00,2026-06-23,https://finance.yahoo.com/quote/4958.TW/,https://query1.finance.yahoo.com/v8/finance/chart/4958.TW?range=ytd&interval=1d,
4966.TWO,4966.TW,Parade Technologies,semiconductor-ai-nodes,True,,TWD,661.0,584.0,14.16,TWD,53073394220.0,1677119257.35,2026-06-23T05:30:24+00:00,2026-06-23,https://finance.yahoo.com/quote/4966.TWO/,https://query1.finance.yahoo.com/v8/finance/chart/4966.TWO?range=ytd&interval=1d,
5201.T,5201.T,5201.T,bottleneck-sectors;market-snapshot,True,,JPY,7250.0,5193.0,38.76,JPY,1603785530943.0,9943470291.85,2026-06-23T06:30:00+00:00,2026-06-23,https://finance.yahoo.com/quote/5201.T/,https://query1.finance.yahoo.com/v8/finance/chart/5201.T?range=ytd&interval=1d,
5274.TWO,5274.TW,ASPEED Technology,semiconductor-ai-nodes,True,,TWD,18505.0,7260.0,155.07,TWD,728646753375.0,23025237406.65,2026-06-23T05:30:15+00:00,2026-06-23,https://finance.yahoo.com/quote/5274.TWO/,https://query1.finance.yahoo.com/v8/finance/chart/5274.TWO?range=ytd&interval=1d,
5347.TWO,5347.TWO,Vanguard International Semiconductor,semiconductor-ai-nodes;semiconductor-alpha-cpo,True,,TWD,186.5,92.1,102.06,TWD,346780000000.0,10958248000.0,2026-06-23T05:30:10+00:00,2026-06-23,https://finance.yahoo.com/quote/5347.TWO/,https://query1.finance.yahoo.com/v8/finance/chart/5347.TWO?range=ytd&interval=1d,
5801.T,5801,Furukawa Electric,companies;latent-ai-nodes,True,,JPY,49000.0,10010.0,364.9,JPY,4080288690000.0,25297789878.0,2026-06-23T06:30:00+00:00,2026-06-23,https://finance.yahoo.com/quote/5801.T/,https://query1.finance.yahoo.com/v8/finance/chart/5801.T?range=ytd&interval=1d,
5802.T,5802,Sumitomo Electric,ai-passives;companies;latent-ai-nodes,True,,JPY,12595.0,6325.0,87.7,JPY,10528918312500.0,65279293537.5,2026-06-23T06:30:00+00:00,2026-06-23,https://finance.yahoo.com/quote/5802.T/,https://query1.finance.yahoo.com/v8/finance/chart/5802.T?range=ytd&interval=1d,
5803.T,5803.T,Fujikura,latent-ai-nodes,True,,JPY,6487.0,2906.667,111.02,JPY,10200516922656.0,63243204920.47,2026-06-23T06:30:00+00:00,2026-06-23,https://finance.yahoo.com/quote/5803.T/,https://query1.finance.yahoo.com/v8/finance/chart/5803.T?range=ytd&interval=1d,
600111.SS,600111.SS,China Northern Rare Earth,robotics,True,,CNY,49.95,46.12,6.62,CNY,195755815344.0,28873982763.24,2026-06-23T07:00:02+00:00,2026-06-23,https://finance.yahoo.com/quote/600111.SS/,https://query1.finance.yahoo.com/v8/finance/chart/600111.SS?range=ytd&interval=1d,
600487.SS,600487,Hengtong Optic-Electric,companies,True,,CNY,117.31,24.73,373.02,CNY,296287701833.0,43702436020.37,2026-06-23T07:00:01+00:00,2026-06-23,https://finance.yahoo.com/quote/600487.SS/,https://query1.finance.yahoo.com/v8/finance/chart/600487.SS?range=ytd&interval=1d,
600584.SS,600584.SS,600584.SS,beneficiaries;bottleneck-sectors;market-snapshot,True,,CNY,86.09,36.78,124.43,CNY,163427232678.0,24105516820.0,2026-06-23T07:00:00+00:00,2026-06-23,https://finance.yahoo.com/quote/600584.SS/,https://query1.finance.yahoo.com/v8/finance/chart/600584.SS?range=ytd&interval=1d,
